VIN,Plate,Year,Maker,Model,Submodel,CC,Fuel,Transmission,FirstReg,BodyStyle,ListingDate,ListingUrl
,,2020,Jaguar,F-PACE,NZ NEW 30T R-SPORT 4WD,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5793606114
,,2020,Jaguar,F-PACE,SVR 5.0P V8 SUPERCHARGED AWD 8A,5000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5793114715
,,2007,Jaguar,S-Type,S-Type,2960cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5793108875
,,2022,Jaguar,F-PACE,SVR 5.0P V8 SUPERCHARGED AWD 8A,5000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5793093135
,,2017,Jaguar,F-PACE,R-Sport Awd,1999cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/jaguar/5792990343
,,2011,Jaguar,XF,XF,2960cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5792475819
,,2020,Jaguar,F-Type,P300 Coupe,2000cc,,Tiptronic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5791915453
,,2020,Jaguar,F-PACE,SVR 5.0L Petrol Supercharged...,5000cc,,Manual,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/jaguar/5791793930
,,2012,Jaguar,XF,3.0DT Facelift model + 8 speed,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5790658272
,,1987,Jaguar,XJ6,Series 3,4200cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5790185873
,,2013,Jaguar,XJ,XJ-L 3.0 Supercharged,2995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5790087192
,,2007,Jaguar,XKR,XKR,4190cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5789295807
,,2015,Jaguar,XE,S 250kW Supercharged,2998cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5788518027
,,2017,Jaguar,F-PACE,35t R-Sport,3000cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5788500543
,,2024,Jaguar,E-PACE,P250 R-Dynamic Se,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5788471768
,,2017,Jaguar,XF,25t 'Prestige',2000cc,,Tiptronic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5788426211
,,2015,Jaguar,XF,NZ NEW +LEATHER+CRUISE CONTROL,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5788320375
,,2017,Jaguar,F-PACE,2.0d Diesel R Sport 4WD,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5788281256
,,2022,Jaguar,F-PACE,SVR 5.0L V8 Supercharged,5000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5787226816
,,2019,Jaguar,E-PACE,D180 / AWD / SE,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5786866387
,,2025,Jaguar,F-PACE,P250 R-Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5786511264
,,2019,Jaguar,F-PACE,R-Sport Awd D,1999cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/jaguar/5785248908
,,2009,Jaguar,XF,Luxury V6 Auto,2993cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5784973062
,,2003,Jaguar,XJ8,XJ8,3555cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5783833588
,,1985,Jaguar,Sovereign,4.2,4235cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5783636142
,,2021,Jaguar,E-PACE,R-DYNAMIC P250 NZ NEW,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5783424149
,,2021,Jaguar,I-PACE,400PS SE EV 4WD Auto,1cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5783232178
,,2025,Jaguar,F-PACE,P250 R-Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5782184960
,,2013,Jaguar,F-Type,S 5.0 V8 Supercharged Conver...,5000cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5782156548
,,2002,Jaguar,XJ8,Sovereign,4000cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5782066735
,,2004,Jaguar,X-Type,X-Type,2495cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5782063260
,,2000,Jaguar,XKR,XKR,4000cc,,Manual,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5781937933
,,2005,Jaguar,S-Type,S-Type,2497cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5781276930
,,2010,Jaguar,XF,3.0 V6 Luxury,2960cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778656993
,,1999,Jaguar,XKR,XKR,3999cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778468752
,,2016,Jaguar,XE,20T PRESTIGE TOP SPEC,1997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778403509
,,2020,Jaguar,E-PACE,P200 AWD,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778288679
,,1953,Jaguar,C-Type,C-Type,3800cc,,Manual,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778068610
,,1999,Jaguar,XK8,Convertable,3996cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778049798
,,2000,Jaguar,S-Type,V6 Se,2967cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778031736
,,2016,Jaguar,XF,25T Prestige,1999cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5778017722
,,2014,Jaguar,XF,2.0 Luxury,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5777113109
,,2019,Jaguar,I-PACE,EV400 HSE AWD 91% SOH / Glas...,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5776980773
,,1999,Jaguar,XKR,XKR,3990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5776741872
,,2021,Jaguar,I-PACE,400PS SE,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5775454420
,,2014,Jaguar,F-Type,V8 F-Type R,5000cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5775446140
,,2019,Jaguar,F-PACE,25D R-SPORT 2.0D/4WD/NZ NEW,1999cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5775176863
,,2015,Jaguar,XE,Prestige,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5774961709
,,1993,Jaguar,XJS,V12 Convertible,5993cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5771885010
,,2025,Jaguar,F-PACE,P250 Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5771744681
,,1998,Jaguar,Sovereign,Sovereign,3980cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5771695252
,,2013,Jaguar,XF,XF,2179cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5770525190
,,2012,Jaguar,XF,R V8 Auto,5000cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5769823644
,,2023,Jaguar,F-PACE,SVR 5.0L Petrol Supercharged...,5000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5768341146
,,2014,Jaguar,XF,Black Edition Leather,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5768327963
,,2024,Jaguar,E-PACE,P250 R-Dynamic Se,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5768327471
,,2025,Jaguar,XF,300 Sport AWD,1997cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5768249380
,,2021,Jaguar,F-PACE,SVR 5.0 V8 Supercharged,5000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5767455738
,,2014,Jaguar,F-Type,R 5.0 V8 Supercharged CCB,5000cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5767164609
,,2008,Jaguar,XF,Super V8,4200cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5767159800
,,2008,Jaguar,X-Type,2.2L Diesel,2198cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5767141319
,,1964,Jaguar,MK2,3.4 M/O,3400cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5767121902
,,2017,Jaguar,F-PACE,30D R-SPORT 3.0D/4WD,2995cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/jaguar/5766936977
,,1999,Jaguar,XK8,Coupe,3996cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5766558857
,,1990,Jaguar,XJS,"Very low mileage, NZ new, V12",5345cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5766369515
,,2023,Jaguar,F-PACE,P250 R-Dynamic Se,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5765242350
,,2004,Jaguar,XKR,XKR,4190cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5809927000
,,2014,Jaguar,F-Type,S,3000cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5764920768
,,2007,Jaguar,XKR,XKR,4190cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5764769517
,,2016,Jaguar,F-PACE,2.0D 4WD Prestage,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5764483155
,,2013,Jaguar,XJ,3.0S/C Pl L Wb,2995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5763168956
,,2022,Jaguar,F-PACE,P250 R-DYNAMIC SE,1997cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/jaguar/5763033744
,,1965,Jaguar,E Type,Series 1,4200cc,,Manual,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5762160079
,,2014,Jaguar,F-Type,F-Type,5000cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5762017411
,,1978,Jaguar,4.2,XJ6,4235cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5761839451
,,2019,Jaguar,I-PACE,400Ps Hse,1cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5761446566
,,1963,Jaguar,MK2,3.4 manual 5spd,3400cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5797757036
,,2013,Jaguar,XF,I Luxury,1999cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5761162113
,,2009,Jaguar,XF,R V8 Auto,5000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5794885852
,,2005,Jaguar,S-Type,3.0,2960cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5760134589
,,2009,Jaguar,XK,4.2,4190cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5809730243
,,2004,Jaguar,X-Type,2.1,2099cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759936328
,,2014,Jaguar,XF,2014 (X250) Jaguar XF 2.2D,2179cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759916833
,,2021,Jaguar,F-Type,F-Type,5000cc,,Tiptronic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759691731
,,2016,Jaguar,F-PACE,Sd,2995cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759629850
,,1996,Jaguar,XK8,XK8,3990cc,,,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759615081
,,2009,Jaguar,XF,4.2 Premium luxury,4190cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759583767
,,2020,Jaguar,I-PACE,400Ps Se,1cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759577166
,,2012,Jaguar,XF,XF,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5759547093
,,2011,Jaguar,XJ,V8 5.0L,5000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5758586826
,,2024,Jaguar,F-PACE,P250 R-Dynamic SE,2000cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5758271520
,,1963,Jaguar,MK2,3.8,3781cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5757955272
,,1999,Jaguar,S-Type,S-Type,3990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5756717313
,,2014,Jaguar,XK,XK,4990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5756109322
,,2007,Jaguar,S-Type,3.0 V6 Very Tidy,2960cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5756071743
,,2018,Jaguar,E-PACE,D180 Awd S 2.0D Turbo WEEKEN...,1999cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5755928326
,,2017,Jaguar,F-PACE,30D R-SPORT 3.0D/4WD,2995cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5754973801
,,2005,Jaguar,XJ8,4.2 Se,4190cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5754819407
,,2016,Jaguar,XE,S NZ New Supercharged V6,2998cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5754569065
,,2016,Jaguar,XE,20T PURE .. NZ NEW by 1 OWNER,1999cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5753223694
,,1992,Jaguar,XJS,V12,5340cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5808238021
,,2008,Jaguar,XJ,2.7D 4D 6A SEDAN,2722cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5752634925
,,2020,Jaguar,E-PACE,P250 Awd R-dyn Se,1998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5751117763
,,2007,Jaguar,XKR,XKR,4190cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5749557808
,,2006,Jaguar,X-Type,X-Type,2090cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5749485080
,,2008,Jaguar,XF,XF,2967cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5747820043
,,2026,Jaguar,F-PACE,P250 R-Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5747792548
,,2017,Jaguar,F-PACE,25D R-SPORT 2.0D/4WD,1999cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/jaguar/5747685040
,,2020,Jaguar,I-PACE,EV400 SE,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5747341923
,,2016,Jaguar,XF,3.0S Diesel NZ NEW Sunroof,3000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5746408473
,,2015,Jaguar,XE,XE,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5745596167
,,2021,Jaguar,I-PACE,400Ps Se NZ New,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5744010480
,,2019,Jaguar,F-PACE,30T R-Sport 4WD 221kW -- Gen...,1995cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5742784966
,,2021,Jaguar,F-PACE,P250 R-Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5742037666
,,2019,Jaguar,F-PACE,SVR V8 NZ NEW,5000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5741799252
,,2008,Jaguar,XKR,4.2 L 420 BHP Supercharged V8,4190cc,,Tiptronic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5737197468
,,2017,Jaguar,XE,25T R-Sport,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5735676291
,,2019,Jaguar,F-PACE,F-PACE,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5735472841
,,2025,Jaguar,F-PACE,P250 R-Dynamic SE - 90th Ann...,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5735343850
,,1987,Jaguar,XJS,2 door,5343cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5735289636
,,2008,Jaguar,XKR,Supercharged 4.2 L V8,4200cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5735226997
,,2016,Jaguar,XE,XE,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5735201819
,,2021,Jaguar,F-Type,F-Type,5000cc,,,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5733393041
,,2008,Jaguar,XF,Luxury 3.0 V6,2960cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5733251043
,,2015,Jaguar,XE,20T PRESTIGE 2.0P/NZ NEW,1999cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5731685747
,,2024,Jaguar,I-PACE,400PS R-Dynamic HSE,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5755234845
,,1967,Jaguar,MK2,3.4 manual/od,3442cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5731218916
,,2018,Jaguar,E-PACE,P250 Awd R-dyn Se 2.,1998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5730688254
,,2014,Jaguar,XJ,XJL 3.0L V6 Supercharged,2995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5730282650
,,2002,Jaguar,XKR,XKR,3996cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5729725370
,,1954,Jaguar,Other,Mk7,3500cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5729451692
,,2010,Jaguar,XJ,5.0 V8,4990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5763510282
,,2022,Jaguar,F-PACE,P400 R-Dynamic HSE 4WD 8sp auto,2996cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5727872561
,,2015,Jaguar,XE,XE,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5727774427
,,2015,Jaguar,XF,"Sunroof, Luxury, Cruise control,...",1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5726383418
,,2026,Jaguar,F-PACE,P250 90th Anniversary Edition,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5726138358
,,2016,Jaguar,XE,R Sport D,1999cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5726132038
,,2016,Jaguar,XF,XFS Supercharged NZ New,2995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5726124334
,,2023,Jaguar,E-PACE,P250 R-Dynamic Se,1998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5725462426
,,2020,Jaguar,E-PACE,P250 Awd R-Dyn Se,1998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5724932897
,,2011,Jaguar,XF,V8,5000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5721862590
,,1999,Jaguar,S-Type,3.0 V6,2960cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5721572190
,,2018,Jaguar,F-PACE,25T R-Sport 4WD NZ New,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5721213431
,,2015,Jaguar,XF,2.0lt Turbo R-Sport 'Limited Edi...,2000cc,,Tiptronic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5719929517
,,2026,Jaguar,F-PACE,P250 R-Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5716603229
,,2024,Jaguar,F-PACE,P400e R-Dynamic Hse,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5716561474
,,2001,Jaguar,XKR,XK8 V8 Supercharged,3990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5716034529
,,2012,Jaguar,XF,XF,2179cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5715131837
,,2021,Jaguar,E-PACE,"P200 AWD, R-Dynamic",2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5714119285
,,2013,Jaguar,XJ,3.0S/C Pl Swb,2995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5713299115
,,1997,Jaguar,XK8,XK8,3990cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5711542923
,,2003,Jaguar,X-Type,V6 Ap,2099cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5791700218
,,2020,Jaguar,F-Type,P450 SUPERCHARGED V8 with BL...,5000cc,,Tiptronic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5705995123
,,2021,Jaguar,I-PACE,400PS HSE,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5704611666
,,2006,Jaguar,XJ8,XJ8,3550cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5704146734
,,2019,Jaguar,E-PACE,P250 AWD R-DYN SE 2.,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5703034250
,,2018,Jaguar,XF,2.0lt Turbo 25t 'Sportbrake',2000cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/jaguar/5686348725
,,2011,Jaguar,XJ,L,5000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5686087089
,,2014,Jaguar,F-Type,V6 Supercharged Convertible,3000cc,,Automatic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/jaguar/5684756217
,,2018,Jaguar,F-PACE,25T R-Sport 2.0 4WD,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5684060595
,,1953,Jaguar,Other,C type replica,3800cc,,,,Other,,https://www.trademe.co.nz/a/motors/cars/jaguar/5683205424
,,2015,Jaguar,XF,R Sport,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5682740059
,,2006,Jaguar,XK,4.2 V8 Coupe,4200cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5681277714
,,2012,Jaguar,XF,V8,5000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5677591242
,,2013,Jaguar,Other,XJL 3.0 V6 Supercharged - NZ Statio...,2995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5674818099
,,2022,Jaguar,F-PACE,SVR 5.0 Supercharged V8,5000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5674787363
,,2012,Jaguar,XK,5L V8 Petrol,4990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5674551396
,,2006,Jaguar,XJ8,Executive,4190cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5674424023
,,2012,Jaguar,XK,BLACK EDITION,4990cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5674202313
,,2019,Jaguar,E-PACE,P250 AWD R-Dynamic SE,1998cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5674188415
,,1966,Jaguar,E Type,E Type,4200cc,,Manual,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5674086942
,,2024,Jaguar,F-PACE,P250 R-dynamic Se,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5673411263
,,2015,Jaguar,XE,20T,1990cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5671469812
,,2015,Jaguar,F-Type,R 5.0 V8 Supercharged,5000cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5671223438
,,1993,Jaguar,XJS,V12,5343cc,,,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5670713112
,,1970,Jaguar,E Type,E Type,4235cc,,,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5667746051
,,2014,Jaguar,XF,XF,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5667486583
,,2016,Jaguar,F-Type,Coupe R,5000cc,,Automatic,,Coupe,,https://www.trademe.co.nz/a/motors/cars/jaguar/5665982060
,,2012,Jaguar,XJ,XJ,2993cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5665942604
,,2012,Jaguar,XJ,5.0L,5000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5665854801
,,2024,Jaguar,F-PACE,P250 R-Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5663914061
,,2024,Jaguar,E-PACE,P250 AWD R-Dynamic SE,1997cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/jaguar/5663914000
,,2019,Jaguar,XE,S Supercharged V6,2995cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5663603110
,,2000,Jaguar,Sovereign,Sovereign,3996cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5818987582
,,2016,Jaguar,XE,20D R-Sports Sedan,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/jaguar/5662178696
